#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-08-02-12-48-49
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1785655767.200013	C7N90x3EtzdkkWgkQg	192.168.1.3	49495	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785655767.199837	0
1785655767.211335	C7N90x3EtzdkkWgkQg	192.168.1.3	49495	162.159.200.1	123	4	4	3	1.000000	0.000000	0.117340	0.001358	10.254.8.4	1785655757.954473	1785655767.199837	1785655767.189928	1785655767.190003	0
1785655812.153234	CnVmCbs0ApL6TPGId	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	49458	2403:300:a26:3000::31	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1880890299.987141	0
1785655812.191763	CnVmCbs0ApL6TPGId	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	49458	2403:300:a26:3000::31	123	4	4	2	64.000000	0.000000	0.091339	0.005249	17.253.66.37	1785655588.116490	1880890299.987141	1785655812.189522	1785655812.189537	0
1785655812.201608	CbuVe61ZD0m4mZA1Uj	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	64430	2403:300:a26:3000::31	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-592769863.041266	0
1785655812.240699	CbuVe61ZD0m4mZA1Uj	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	64430	2403:300:a26:3000::31	123	4	4	2	64.000000	0.000000	0.091339	0.005264	17.253.66.37	1785655588.116490	-592769863.041266	1785655812.238396	1785655812.238403	0
1785655812.246459	CnpE694FJKyoH6oas4	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	65138	2a01:b740:a14:3000::22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	230056595.744088	0
1785655812.276373	CnpE694FJKyoH6oas4	2401:4900:884c:2c30:8090:a1ca:43bc:9e92	65138	2a01:b740:a14:3000::22	123	4	4	2	64.000000	0.000001	0.121063	0.001480	17.253.68.125	1785655757.913419	230056595.744088	1785655812.279976	1785655812.280022	0
1785655827.207091	CtkDab477jRkz160kh	192.168.1.3	50060	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785655827.206998	0
1785655827.215184	CtkDab477jRkz160kh	192.168.1.3	50060	162.159.200.1	123	4	4	3	1.000000	0.000000	0.117340	0.001343	10.254.8.4	1785655822.533577	1785655827.206998	1785655827.193113	1785655827.193171	0
1785655887.201676	CAwEuE3UZLcnMa3WEc	192.168.1.3	49435	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785655887.201498	0
1785655887.209881	CAwEuE3UZLcnMa3WEc	192.168.1.3	49435	162.159.200.1	123	4	4	3	1.000000	0.000000	0.117279	0.001465	10.253.8.4	1785655886.385746	1785655887.201498	1785655887.187553	1785655887.187639	0
1785655947.200346	CLa7KR3SoC5GNZq0V7	192.168.1.3	59205	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785655947.200153	0
1785655947.208466	CLa7KR3SoC5GNZq0V7	192.168.1.3	59205	162.159.200.1	123	4	4	3	1.000000	0.000000	0.117279	0.001526	10.253.8.4	1785655886.385746	1785655947.200153	1785655947.186126	1785655947.186190	0
1785656007.199625	CJZKGA1c0oHSEQysjd	192.168.1.3	54216	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785656007.199516	0
1785656007.207418	CJZKGA1c0oHSEQysjd	192.168.1.3	54216	162.159.200.1	123	4	4	3	1.000000	0.000000	0.117294	0.001511	10.253.8.4	1785655950.454740	1785656007.199516	1785656007.185241	1785656007.185294	0
1785656067.209207	COAa9W2kpRARmwmPH7	192.168.1.3	53128	162.159.200.1	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1785656067.209120	0
